Customer ID,Recency,Frequency,Monetary,Cluster,Segment
13586,541,1,131.53,0,Lost
13587,63,4,1673.5,1,Lapsing
13588,15,9,2478.95,2,Champions
13589,14,6,1120.74,3,At-Risk
13590,11,18,6349.59,2,Champions
13591,64,7,2093.94,1,Lapsing
13592,35,4,247.96,3,At-Risk
13593,108,14,5523.6900000000005,2,Champions
13594,52,2,533.32,3,At-Risk
13595,516,3,818.22,1,Lapsing
13596,5,2,697.04,3,At-Risk
13597,400,2,396.71,0,Lost
13598,47,5,789.59,3,At-Risk
13599,1,33,10167.63,2,Champions
13600,312,2,518.42,0,Lost
13601,45,4,1185.14,3,At-Risk
13602,64,4,1025.17,1,Lapsing
13603,26,1,164.34,3,At-Risk
13604,658,1,717.62,0,Lost
13605,387,2,522.67,0,Lost
13606,29,3,280.54,3,At-Risk
13607,40,2,1078.31,3,At-Risk
13608,540,1,236.2,0,Lost
13609,593,1,167.35,0,Lost
13610,12,14,2175.88,2,Champions
13611,89,10,3319.53,1,Lapsing
13612,632,1,818.29,0,Lost
13613,452,5,1039.85,1,Lapsing
13614,24,6,2359.19,1,Lapsing
13615,318,8,6272.53,1,Lapsing
13616,568,2,288.1,0,Lost
13617,40,8,1278.75,1,Lapsing
13618,173,1,177.34,0,Lost
13619,544,2,231.69,0,Lost
13620,528,1,112.34,0,Lost
13621,116,1,213.85,0,Lost
13622,696,1,658.95,0,Lost
13623,30,10,2566.49,2,Champions
13624,388,1,462.08,0,Lost
13625,596,1,301.26,0,Lost
13626,252,2,707.04,0,Lost
13627,59,7,2245.9,1,Lapsing
13628,676,1,310.14,0,Lost
13629,23,19,13370.86,2,Champions
13630,5,7,2031.78,2,Champions
13631,99,11,3070.42,1,Lapsing
13632,24,8,3648.15,2,Champions
13634,33,16,5073.47,2,Champions
13635,67,4,2999.16,1,Lapsing
13636,36,5,949.12,3,At-Risk
13637,52,3,810.5,3,At-Risk
13638,15,1,122.64,3,At-Risk
13639,74,2,1346.27,3,At-Risk
13640,611,1,405.0,0,Lost
13641,640,5,1016.47,1,Lapsing
13642,215,4,514.72,1,Lapsing
13643,31,10,2156.77,2,Champions
13644,16,4,2624.26,3,At-Risk
13645,120,1,252.1,0,Lost
13646,399,2,326.25,0,Lost
13647,9,8,3071.68,2,Champions
13648,400,8,1764.02,1,Lapsing
13649,256,6,1678.88,1,Lapsing
13650,16,10,3288.0,2,Champions
13651,35,3,226.85,3,At-Risk
13652,45,5,2570.85,1,Lapsing
13653,487,1,152.2,0,Lost
13654,43,11,6308.0,2,Champions
13655,114,6,2280.51,1,Lapsing
13656,164,4,1078.85,1,Lapsing
13657,10,2,382.14,3,At-Risk
13658,9,9,6025.5,2,Champions
13659,205,12,4894.88,1,Lapsing
13660,400,1,314.59,0,Lost
13661,603,1,325.24,0,Lost
13662,85,11,2250.11,1,Lapsing
13663,179,5,2047.51,1,Lapsing
13665,386,3,1711.66,1,Lapsing
13666,60,5,127.9,3,At-Risk
13667,149,1,305.02,0,Lost
13668,2,35,13089.94,2,Champions
13669,50,3,413.55,3,At-Risk
13670,75,1,349.7,0,Lost
13671,394,1,194.95,0,Lost
13672,301,3,419.92,0,Lost
13673,18,2,396.92,3,At-Risk
13674,432,1,240.68,0,Lost
13675,151,2,486.8200000000001,0,Lost
13676,539,2,243.9,0,Lost
13677,404,2,556.1899999999999,0,Lost
13678,151,1,232.6,0,Lost
13679,493,3,281.26,0,Lost
13680,1,12,11435.67,2,Champions
13681,17,4,827.83,3,At-Risk
13682,187,1,59.5,0,Lost
13683,457,1,258.6,0,Lost
13684,285,4,596.98,1,Lapsing
13685,2,7,3119.44,2,Champions
13686,182,3,409.04,0,Lost
13687,438,1,11880.84,1,Lapsing
13688,635,1,375.5,0,Lost
13689,63,2,1259.5,3,At-Risk
13690,59,1,172.25,0,Lost
13691,396,1,212.78,0,Lost
13692,24,5,3114.4,1,Lapsing
13693,374,9,2011.82,1,Lapsing
13694,3,143,196482.81,2,Champions
13695,31,16,2770.73,2,Champions
13696,421,3,2020.4,1,Lapsing
13697,38,1,151.3,3,At-Risk
13698,596,2,465.53,0,Lost
13699,155,2,764.15,0,Lost
13700,26,13,2613.46,2,Champions
13701,446,1,161.0,0,Lost
13702,445,1,135.18,0,Lost
13703,318,2,425.56,0,Lost
13704,5,9,2308.06,2,Champions
13705,7,7,2035.33,2,Champions
13706,302,2,631.1700000000001,0,Lost
13707,267,5,3365.86,1,Lapsing
13708,271,1,296.88,0,Lost
13709,3,18,7591.75,2,Champions
13710,31,3,509.52,3,At-Risk
13711,218,9,1792.26,1,Lapsing
13712,246,2,766.42,0,Lost
13713,408,3,743.26,1,Lapsing
13714,465,1,161.35,0,Lost
13715,281,17,8483.29,1,Lapsing
13716,269,1,138.28,0,Lost
13717,32,8,1763.3,1,Lapsing
13718,246,2,306.55,0,Lost
13719,15,11,2815.25,2,Champions
13720,116,4,799.9,1,Lapsing
13721,36,2,741.54,3,At-Risk
13722,131,10,5635.41,1,Lapsing
13723,217,6,1209.2,1,Lapsing
13724,637,1,213.01,0,Lost
13725,49,8,1980.56,1,Lapsing
13726,38,2,1079.66,3,At-Risk
13727,28,8,1080.05,3,At-Risk
13728,36,16,2855.17,2,Champions
13729,435,3,724.73,1,Lapsing
13730,135,2,752.6,0,Lost
13731,219,2,610.59,0,Lost
13732,28,1,491.86,3,At-Risk
13733,410,2,487.03,0,Lost
13734,508,4,6701.640000000001,1,Lapsing
13735,24,13,9813.22,2,Champions
13736,5,7,2766.21,2,Champions
13737,200,1,339.6,0,Lost
13738,396,1,440.93,0,Lost
13739,18,2,292.2,3,At-Risk
13740,240,5,1597.77,1,Lapsing
13741,71,3,668.4300000000001,3,At-Risk
13742,16,12,3131.02,2,Champions
13743,2,7,1341.6,3,At-Risk
13744,95,2,1156.36,1,Lapsing
13745,162,2,777.36,0,Lost
13746,413,1,176.69,0,Lost
13747,373,2,249.4,0,Lost
13748,95,9,2268.35,1,Lapsing
13750,53,11,3602.18,2,Champions
13751,288,1,296.25,0,Lost
13752,124,7,1590.73,1,Lapsing
13753,287,4,2094.57,1,Lapsing
13754,151,3,447.05,0,Lost
13755,3,9,2161.35,2,Champions
13756,2,23,9207.5,2,Champions
13757,674,1,195.55,0,Lost
13758,11,15,9416.98,2,Champions
13759,33,2,659.4100000000001,3,At-Risk
13760,54,5,1363.64,1,Lapsing
13761,50,6,1952.17,1,Lapsing
13762,218,5,2472.48,1,Lapsing
13763,63,3,5217.44,1,Lapsing
13764,70,6,2953.26,1,Lapsing
13765,653,1,352.821,0,Lost
13766,495,1,190.35,0,Lost
13767,2,73,35540.53,2,Champions
13768,726,2,875.97,0,Lost
13769,2,20,5800.42,2,Champions
13770,422,4,785.37,1,Lapsing
13771,64,9,5728.82,2,Champions
13772,33,8,3114.2200000000003,2,Champions
13773,396,2,301.54,0,Lost
13774,81,1,345.0,0,Lost
13775,590,1,1049.66,0,Lost
13776,428,2,623.98,0,Lost
13777,0,61,56478.42,2,Champions
13778,103,4,1124.49,1,Lapsing
13779,515,1,161.13,0,Lost
13780,7,3,735.82,3,At-Risk
13781,250,3,778.83,1,Lapsing
13782,12,13,1793.72,2,Champions
13783,487,4,1542.09,1,Lapsing
13784,9,14,2910.23,2,Champions
13785,428,4,542.49,1,Lapsing
13786,367,6,3358.94,1,Lapsing
13787,75,6,1222.5,1,Lapsing
13788,505,1,3.75,0,Lost
13789,388,1,239.46,0,Lost
13790,4,1,348.79999999999995,3,At-Risk
13791,127,2,1516.0,1,Lapsing
13792,66,3,383.95,3,At-Risk
13793,646,1,96.0,0,Lost
13794,546,1,126.03,0,Lost
13795,388,4,836.3,1,Lapsing
13796,499,1,289.7,0,Lost
13797,436,3,1179.45,1,Lapsing
13798,1,110,75836.87,2,Champions
13799,116,9,2803.57,1,Lapsing
13800,309,3,1679.56,1,Lapsing
13801,66,1,324.8,0,Lost
13802,138,19,26259.11,2,Champions
13803,255,3,1338.91,1,Lapsing
13804,30,9,3208.52,2,Champions
13805,52,2,924.6,3,At-Risk
13806,63,1,256.38,0,Lost
13807,367,3,534.8,0,Lost
13808,5,5,1747.66,3,At-Risk
13818,429,1,61.28,0,Lost
13819,301,6,2642.35,1,Lapsing
13820,418,3,660.65,0,Lost
13821,144,6,1410.73,1,Lapsing
13822,5,2,632.0,3,At-Risk
13823,18,7,3403.4500000000003,2,Champions
13824,32,12,3314.76,2,Champions
13825,621,2,255.59,0,Lost
13826,176,1,189.5,0,Lost
13827,57,3,412.05,3,At-Risk
13828,22,1,209.49,3,At-Risk
13829,421,1,102.0,0,Lost
13830,581,1,156.85000000000002,0,Lost
13831,16,18,7023.58,2,Champions
13832,19,2,613.6899999999999,3,At-Risk
13833,159,2,701.36,0,Lost
13834,576,2,324.19,0,Lost
13835,25,7,1095.27,3,At-Risk
13836,399,2,620.37,0,Lost
13837,211,2,271.24,0,Lost
13838,5,10,1966.09,2,Champions
13839,486,1,139.95000000000002,0,Lost
13840,416,1,651.4,0,Lost
13841,252,1,85.0,0,Lost
13842,58,18,5629.91,2,Champions
13843,381,1,319.75,0,Lost
13844,11,1,361.62,3,At-Risk
13845,64,1,312.98,0,Lost
13846,24,4,1307.79,3,At-Risk
13847,719,1,310.72,0,Lost
13848,92,8,3335.0,1,Lapsing
13849,51,5,3469.3,1,Lapsing
13850,129,1,1595.48,1,Lapsing
13851,95,8,4606.46,1,Lapsing
13852,610,1,187.35,0,Lost
13853,57,1,1090.14,3,At-Risk
13854,8,39,12253.96,2,Champions
13855,500,4,1310.34,1,Lapsing
13856,168,11,1142.03,1,Lapsing
13857,393,6,1001.01,1,Lapsing
13858,57,1,216.17,0,Lost
13859,326,2,515.86,0,Lost
13860,1,5,1245.9,3,At-Risk
13861,429,2,273.26,0,Lost
13862,18,9,2556.09,2,Champions
13863,247,4,1239.55,1,Lapsing
13864,386,1,662.4000000000001,0,Lost
13865,58,4,501.56,3,At-Risk
13866,74,1,145.67,0,Lost
13867,31,3,1015.29,3,At-Risk
13868,7,2,3192.54,3,At-Risk
13869,123,10,8111.57,1,Lapsing
13870,2,15,5712.08,2,Champions
13871,22,17,7885.85,2,Champions
13872,527,3,919.57,1,Lapsing
13873,119,8,1038.92,1,Lapsing
13874,358,7,2049.15,1,Lapsing
13875,53,14,4814.37,2,Champions
13876,63,1,122.7,0,Lost
13877,86,3,449.68,3,At-Risk
13878,54,4,2473.06,1,Lapsing
13879,645,1,395.5,0,Lost
13880,21,17,4391.66,2,Champions
13881,3,43,45179.1,2,Champions
13882,2,5,1191.13,3,At-Risk
13883,10,15,6560.02,2,Champions
13884,7,10,1888.48,2,Champions
13885,189,2,506.8,0,Lost
13886,71,1,243.56,0,Lost
13887,204,1,349.55,0,Lost
13888,119,7,2169.05,1,Lapsing
13889,92,6,1991.23,1,Lapsing
13890,1,14,2927.38,2,Champions
13891,378,3,863.56,1,Lapsing
13892,26,6,1267.65,3,At-Risk
13893,297,1,821.1,0,Lost
13894,23,3,564.62,3,At-Risk
13895,28,6,4008.52,2,Champions
13896,625,1,388.55,0,Lost
13897,50,3,1160.72,3,At-Risk
13898,325,2,686.4,0,Lost
13899,16,2,388.52,3,At-Risk
13900,183,6,1610.59,1,Lapsing
13901,72,15,5676.34,2,Champions
13903,400,1,165.45000000000002,0,Lost
13904,37,2,332.64,3,At-Risk
13905,732,1,312.65,0,Lost
13906,409,1,42.0,0,Lost
13907,691,1,136.8,0,Lost
13908,79,4,2369.55,1,Lapsing
13909,423,2,286.6,0,Lost
13911,57,20,4234.99,2,Champions
13912,423,1,124.95,0,Lost
13913,506,1,42.22,0,Lost
13914,11,2,626.45,3,At-Risk
13915,394,1,70.80000000000001,0,Lost
13916,463,4,1275.81,1,Lapsing
13917,49,2,272.04,3,At-Risk
13918,49,2,1212.84,3,At-Risk
13920,431,4,1774.68,1,Lapsing
13921,402,4,730.7,1,Lapsing
13922,351,3,865.2,1,Lapsing
13923,53,1,351.13,3,At-Risk
13924,1,6,1838.85,3,At-Risk
13925,92,4,678.25,1,Lapsing
13926,23,1,223.85,3,At-Risk
13927,74,2,708.26,3,At-Risk
13928,10,4,464.57,3,At-Risk
13929,169,11,3494.1,1,Lapsing
13930,57,2,337.34,3,At-Risk
13931,95,11,5257.38,1,Lapsing
13932,294,1,307.4,0,Lost
13933,109,2,608.79,0,Lost
13934,263,1,922.1,0,Lost
13935,596,3,6116.92,1,Lapsing
13936,179,3,939.66,1,Lapsing
13937,169,2,880.13,1,Lapsing
13938,35,1,71.66,0,Lost
13939,23,7,1560.96,3,At-Risk
13940,17,4,839.14,3,At-Risk
13941,21,15,11122.3,2,Champions
13942,534,1,320.0,0,Lost
13943,577,1,246.54,0,Lost
13944,653,1,200.43,0,Lost
13945,394,2,854.1500000000001,0,Lost
13946,79,6,1876.23,1,Lapsing
13947,65,1,90.6,0,Lost
13948,360,4,548.76,1,Lapsing
13949,2,6,2427.32,2,Champions
13950,11,4,745.0600000000001,3,At-Risk
13951,176,3,674.45,1,Lapsing
13952,217,14,12823.521,2,Champions
13953,7,12,6640.68,2,Champions
13954,1,2,439.92,3,At-Risk
13955,154,3,545.17,1,Lapsing
13956,5,5,1026.42,3,At-Risk
13957,417,3,458.25,0,Lost
13958,379,8,4709.2300000000005,1,Lapsing
13959,79,6,1076.18,1,Lapsing
13960,21,2,230.22,3,At-Risk
13961,392,1,538.4,0,Lost
13962,21,3,362.8,3,At-Risk
13963,308,17,3011.87,1,Lapsing
13964,387,2,438.9,0,Lost
13965,476,3,996.61,1,Lapsing
13966,435,1,390.86,0,Lost
13967,145,2,166.3,0,Lost
13968,423,1,123.66,0,Lost
13969,7,35,13365.87,2,Champions
13970,386,2,846.55,0,Lost
13971,18,14,4667.57,2,Champions
13972,70,2,190.25,0,Lost
13973,287,1,264.7,0,Lost
13974,49,2,677.72,3,At-Risk
13975,31,12,5358.84,2,Champions
13976,206,4,1192.36,1,Lapsing
13977,411,1,519.8100000000001,0,Lost
13978,14,2,196.79,3,At-Risk
13979,73,7,3416.23,1,Lapsing
13980,60,5,799.92,1,Lapsing
13981,415,1,331.14,0,Lost
13982,39,9,4445.59,2,Champions
13983,29,21,7108.45,2,Champions
13984,26,12,2048.6,2,Champions
13985,4,22,10020.86,2,Champions
13986,17,1,320.46,3,At-Risk
13987,379,2,682.54,0,Lost
13988,19,8,4757.8,2,Champions
13989,65,5,2026.06,1,Lapsing
13990,213,1,311.3,0,Lost
13991,12,6,855.97,3,At-Risk
13992,30,3,219.5,3,At-Risk
13993,42,19,6775.71,2,Champions
13994,3,6,2313.14,2,Champions
13995,15,14,3902.01,2,Champions
13996,386,2,895.76,0,Lost
13997,519,3,382.31,0,Lost
13998,446,3,566.7,0,Lost
13999,10,29,9502.26,2,Champions
14000,211,5,2046.34,1,Lapsing
14001,45,9,4530.09,2,Champions
14002,134,2,529.73,0,Lost
14003,732,1,209.41,0,Lost
14004,43,11,6258.45,2,Champions
14005,9,5,2874.72,3,At-Risk
14006,115,7,2196.67,1,Lapsing
14007,512,1,79.48,0,Lost
14008,432,1,509.04,0,Lost
14009,198,3,1099.91,1,Lapsing
14010,565,2,445.15,0,Lost
14011,480,2,457.82,0,Lost
14012,277,1,328.8,0,Lost
14013,110,5,1084.57,1,Lapsing
14014,77,3,1948.21,1,Lapsing
14015,52,1,917.34,3,At-Risk
14017,571,1,229.75,0,Lost
14018,645,1,367.15,0,Lost
14019,46,3,1421.61,3,At-Risk
14020,16,4,1249.01,3,At-Risk
14021,155,7,1716.58,1,Lapsing
14022,225,2,792.15,0,Lost
14023,7,2,584.07,3,At-Risk
14024,121,3,645.74,1,Lapsing
14025,464,8,4057.9,1,Lapsing
14026,470,2,713.11,0,Lost
14027,60,1,104.82,0,Lost
14028,550,3,10396.5,1,Lapsing
14029,63,2,467.66,3,At-Risk
14030,18,20,8262.29,2,Champions
14031,7,44,40999.17,2,Champions
14032,2,16,4850.27,2,Champions
14033,555,1,109.44,0,Lost
14034,22,3,651.8199999999999,3,At-Risk
14035,28,9,2856.72,2,Champions
14036,284,1,626.65,0,Lost
14037,176,6,836.95,1,Lapsing
14038,78,5,3069.88,1,Lapsing
14039,33,2,267.28000000000003,3,At-Risk
14040,40,35,12645.57,2,Champions
14041,266,1,141.41,0,Lost
14042,725,1,431.98,0,Lost
14043,491,2,304.25,0,Lost
14044,26,10,3123.1,2,Champions
14045,109,16,11313.03,2,Champions
14046,284,1,154.99,0,Lost
14047,8,14,4255.03,2,Champions
14048,305,3,748.69,1,Lapsing
14049,16,13,13239.03,2,Champions
14050,31,2,746.36,3,At-Risk
14051,0,37,22434.0,2,Champions
14052,19,2,480.81,3,At-Risk
14053,124,4,572.3,1,Lapsing
14054,65,1,92.46,0,Lost
14055,106,3,1520.96,1,Lapsing
14056,1,23,8214.65,2,Champions
14057,23,22,8408.84,2,Champions
14058,462,2,469.19,0,Lost
14059,266,1,183.6,0,Lost
14060,4,30,9519.08,2,Champions
14061,507,3,917.43,1,Lapsing
14062,9,24,25604.2,2,Champions
14063,438,9,22710.2,1,Lapsing
14064,29,15,3332.42,2,Champions
14065,389,3,891.02,1,Lapsing
14066,266,1,152.55,0,Lost
14067,63,2,374.7,3,At-Risk
14068,320,4,1528.37,1,Lapsing
14069,514,2,230.06,0,Lost
14070,684,1,326.55,0,Lost
14071,3,8,1438.82,2,Champions
14072,666,1,390.85,0,Lost
14073,32,1,151.04,3,At-Risk
14074,623,1,219.4,0,Lost
14075,4,6,1734.87,3,At-Risk
14076,129,1,122.47,0,Lost
14077,40,6,615.08,3,At-Risk
14078,101,9,1692.63,1,Lapsing
14079,124,2,618.73,0,Lost
14080,32,5,1115.68,3,At-Risk
14081,302,10,5370.1,1,Lapsing
14082,364,2,413.36,0,Lost
14083,4,11,1407.26,2,Champions
14084,512,1,150.5,0,Lost
14085,2,33,10104.97,2,Champions
14086,462,1,39.95,0,Lost
14087,2,3,846.22,3,At-Risk
14088,10,16,64036.8,2,Champions
14089,56,1,161.0,0,Lost
14090,324,1,76.32000000000001,0,Lost
14091,654,2,9530.08,1,Lapsing
14092,7,24,7229.45,2,Champions
14093,12,1,442.85,3,At-Risk
14094,439,1,335.22,0,Lost
14095,722,1,2.95,0,Lost
14096,4,17,65164.79,2,Champions
14097,481,2,422.86,0,Lost
14098,36,1,147.35,3,At-Risk
14099,16,20,5765.71,2,Champions
14100,137,1,194.9,0,Lost
14101,73,13,9961.93,2,Champions
14102,5,5,1360.28,3,At-Risk
14104,154,5,771.58,1,Lapsing
14105,239,5,5988.83,1,Lapsing
14106,737,1,214.8,0,Lost
14107,51,11,4877.3,2,Champions
14108,30,4,1044.96,3,At-Risk
14109,72,1,144.2,0,Lost
14110,3,33,12987.95,2,Champions
14111,14,4,692.85,3,At-Risk
14112,22,13,5834.59,2,Champions
14113,3,16,7092.610000000001,2,Champions
14114,273,7,1364.09,1,Lapsing
14115,501,2,622.67,0,Lost
14116,19,5,1382.74,3,At-Risk
14117,143,1,90.0,0,Lost
14118,428,1,458.45,0,Lost
14119,375,2,183.37,0,Lost
14121,3,4,2780.15,3,At-Risk
14122,406,3,362.42,0,Lost
14123,733,1,436.18,0,Lost
14124,84,1,419.58,0,Lost
14125,10,3,2740.43,3,At-Risk
14126,7,4,1172.46,3,At-Risk
14127,122,6,1900.08,1,Lapsing
14128,60,3,924.21,3,At-Risk
14129,1,9,2591.34,2,Champions
14130,319,4,1882.67,1,Lapsing
14131,648,1,187.87,0,Lost
14132,2,11,3586.03,2,Champions
14133,129,4,911.14,1,Lapsing
14134,382,15,11123.35,1,Lapsing
14135,1,24,9643.92,2,Champions
14136,400,5,1570.81,1,Lapsing
14137,695,1,332.7,0,Lost
14138,1,2,982.38,3,At-Risk
14139,46,4,1086.8,3,At-Risk
14140,3,2,935.05,3,At-Risk
14141,2,4,915.13,3,At-Risk
14142,373,2,983.15,0,Lost
14143,133,1,115.8,0,Lost
14144,486,1,30.6,0,Lost
14145,46,7,7600.05,2,Champions
14146,8,12,9450.3,2,Champions
14147,78,9,2590.2,1,Lapsing
14148,233,2,466.29,0,Lost
14149,220,1,446.62,0,Lost
14150,35,2,658.64,3,At-Risk
14151,673,2,679.45,0,Lost
14152,75,7,1997.34,1,Lapsing
14153,483,1,233.4,0,Lost
14154,239,8,6460.7,1,Lapsing
14155,266,1,118.75,0,Lost
14157,19,5,1002.78,3,At-Risk
14158,40,1,507.66,3,At-Risk
14159,19,20,7938.01,2,Champions
14160,610,7,8421.47,1,Lapsing
14161,215,7,3318.88,1,Lapsing
14162,173,2,289.36,0,Lost
14163,87,5,2594.62,1,Lapsing
14164,70,2,1631.77,1,Lapsing
14165,275,1,122.54,0,Lost
14166,505,2,256.85,0,Lost
14167,39,8,1296.49,1,Lapsing
14168,420,2,370.45,0,Lost
14169,430,2,624.4300000000001,0,Lost
14170,375,3,597.33,0,Lost
14171,98,2,498.79,0,Lost
14172,605,3,402.72,0,Lost
14173,10,6,586.0,3,At-Risk
14174,33,1,134.46,3,At-Risk
14175,59,8,7678.88,2,Champions
14176,297,5,916.01,1,Lapsing
14177,86,13,2229.34,1,Lapsing
14178,8,7,1620.93,3,At-Risk
14179,40,2,719.78,3,At-Risk
14180,10,33,6319.25,2,Champions
14181,410,2,310.55,0,Lost
14182,443,4,678.77,1,Lapsing
14183,411,2,286.29,0,Lost
14184,66,1,452.89,3,At-Risk
14185,331,1,197.65,0,Lost
14186,427,5,1550.63,1,Lapsing
14187,473,1,123.5,0,Lost
14188,30,6,2054.36,1,Lapsing
14189,2,16,5814.39,2,Champions
14190,666,1,79.9,0,Lost
14191,1,15,4817.66,2,Champions
14192,388,1,293.74,0,Lost
14193,67,3,1210.19,1,Lapsing
14194,4,36,18670.59,2,Champions
14195,201,6,2615.6,1,Lapsing
14196,106,1,335.52,0,Lost
14197,410,1,390.05,0,Lost
14198,18,9,1569.73,2,Champions
14199,218,4,1091.7,1,Lapsing
14200,617,1,379.2,0,Lost
14201,60,10,1193.54,1,Lapsing
14202,381,3,847.76,1,Lapsing
14203,397,1,339.34,0,Lost
14204,2,4,1062.96,3,At-Risk
14205,16,9,2414.2,2,Champions
14206,239,3,1185.01,1,Lapsing
14207,687,1,157.8,0,Lost
14208,94,2,567.05,3,At-Risk
14209,10,15,4993.27,2,Champions
14210,105,16,5861.52,2,Champions
14211,53,18,4402.29,2,Champions
14212,89,2,2190.14,1,Lapsing
14213,404,1,1192.2,0,Lost
14214,30,5,1004.38,3,At-Risk
14215,11,9,3416.33,2,Champions
14216,3,5,2150.04,3,At-Risk
14217,1,23,3416.89,2,Champions
14218,42,1,169.48000000000002,0,Lost
14219,4,3,633.83,3,At-Risk
14220,247,4,1515.0,1,Lapsing
14221,42,17,6517.49,2,Champions
14222,177,1,683.17,0,Lost
14223,92,3,991.13,1,Lapsing
14224,110,9,1897.9,1,Lapsing
14225,434,4,2037.02,1,Lapsing
14226,28,6,3002.53,1,Lapsing
14227,26,15,6368.71,2,Champions
14228,437,3,745.5,1,Lapsing
14229,51,7,2594.04,1,Lapsing
14230,435,3,979.8,1,Lapsing
14231,183,4,1235.62,1,Lapsing
14232,42,5,2048.07,1,Lapsing
14233,49,7,2904.27,1,Lapsing
14234,22,4,775.46,3,At-Risk
14235,75,9,4717.99,1,Lapsing
14236,80,5,1744.64,1,Lapsing
14237,373,2,632.14,0,Lost
14238,326,3,434.23,0,Lost
14239,43,21,4263.17,2,Champions
14240,30,3,1247.49,3,At-Risk
14241,183,2,333.7,0,Lost
14242,234,2,280.55,0,Lost
14243,8,17,7431.05,2,Champions
14244,660,1,366.42,0,Lost
14245,219,2,1693.45,1,Lapsing
14246,110,3,1474.06,1,Lapsing
14247,278,5,772.66,1,Lapsing
14248,318,3,1032.95,1,Lapsing
14249,410,12,5625.461,1,Lapsing
14250,7,3,1904.05,3,At-Risk
14251,1,5,2879.7000000000003,2,Champions
14252,381,1,350.99,0,Lost
14253,493,2,363.4,0,Lost
14254,432,1,601.03,0,Lost
14255,546,1,1000.63,0,Lost
14256,260,5,2473.99,1,Lapsing
14257,64,9,5954.45,2,Champions
14258,9,25,32051.34,2,Champions
14259,141,1,120.0,0,Lost
14260,471,3,824.28,1,Lapsing
14261,50,2,1163.45,3,At-Risk
14262,8,8,2618.23,2,Champions
14263,423,1,322.93,0,Lost
14264,154,6,1517.36,1,Lapsing
14266,428,1,40.56,0,Lost
14267,162,3,1516.24,1,Lapsing
14268,470,1,354.85,0,Lost
14269,439,1,295.73,0,Lost
14270,331,1,492.65,0,Lost
14271,225,2,219.13,0,Lost
14272,73,4,920.81,1,Lapsing
14273,51,4,559.97,3,At-Risk
14274,686,1,256.6,0,Lost
14275,395,6,1189.38,1,Lapsing
14276,98,7,2102.68,1,Lapsing
14278,409,1,205.83,0,Lost
14279,520,2,191.86,0,Lost
14280,196,1,134.04,0,Lost
14281,408,1,245.15,0,Lost
14282,3,25,7849.66,2,Champions
14283,463,4,628.44,1,Lapsing
14284,30,3,1299.65,3,At-Risk
14285,21,8,3284.42,2,Champions
14286,23,7,8479.76,2,Champions
14287,8,3,176.63,3,At-Risk
14288,213,1,426.6,0,Lost
14289,8,6,911.26,3,At-Risk
14290,11,8,4516.56,2,Champions
14291,1,23,7904.1,2,Champions
14292,7,16,9226.25,2,Champions
14293,3,9,3267.9300000000003,2,Champions
14294,407,1,375.34,0,Lost
14295,40,5,2362.91,1,Lapsing
14296,421,2,456.4,0,Lost
14297,17,4,1305.33,3,At-Risk
14298,8,82,91194.49,2,Champions
14299,8,27,14499.49,2,Champions
14300,18,1,43.2,3,At-Risk
14301,117,4,1992.18,1,Lapsing
14302,430,3,742.9000000000001,1,Lapsing
14303,407,2,277.94,0,Lost
14304,222,3,1725.01,1,Lapsing
14305,71,3,1858.96,1,Lapsing
14306,51,6,3151.4,1,Lapsing
14307,88,10,5071.03,1,Lapsing
14308,549,2,1147.02,0,Lost
14309,8,11,3780.81,2,Champions
14310,432,1,492.1,0,Lost
14311,242,2,516.45,0,Lost
14312,46,11,3090.29,2,Champions
14314,106,2,229.8,0,Lost
14315,44,8,3197.82,1,Lapsing
14316,422,5,1370.34,1,Lapsing
14317,64,1,508.58,3,At-Risk
14318,460,1,158.02,0,Lost
14319,424,1,494.85,0,Lost
14320,206,5,1346.75,1,Lapsing
14321,10,7,2218.06,2,Champions
14322,429,4,474.1,0,Lost
14323,114,2,605.0600000000001,0,Lost
14324,409,2,701.61,0,Lost
14325,569,1,245.48,0,Lost
14326,242,3,940.98,1,Lapsing
14327,163,6,1894.93,1,Lapsing
14328,438,1,445.05,0,Lost
14329,17,15,9927.22,2,Champions
14330,623,1,200.63,0,Lost
14331,124,2,462.66,0,Lost
14332,22,5,1943.51,3,At-Risk
14333,67,1,415.2,0,Lost
14334,16,12,4318.4800000000005,2,Champions
14336,16,4,1614.91,3,At-Risk
14338,161,3,928.1,1,Lapsing
14339,242,2,620.27,0,Lost
14340,218,1,134.7,0,Lost
14341,45,18,4467.32,2,Champions
14342,21,6,918.44,3,At-Risk
14343,421,4,1088.91,1,Lapsing
14344,127,20,3333.7000000000003,2,Champions
14345,38,1,108.98,0,Lost
14346,120,5,2315.75,1,Lapsing
14347,736,1,82.60000000000001,0,Lost
14348,260,1,409.57,0,Lost
14349,10,1,133.5,3,At-Risk
14350,274,3,972.03,1,Lapsing
14351,164,1,51.0,0,Lost
14352,157,4,1078.96,1,Lapsing
14353,215,3,376.5,0,Lost
14354,5,2,163.62,3,At-Risk
14355,365,3,1014.45,1,Lapsing
14356,79,2,701.23,3,At-Risk
14357,43,1,225.77,3,At-Risk
14358,389,2,400.06,0,Lost
14359,19,3,912.18,3,At-Risk
14360,31,4,2128.23,3,At-Risk
14361,578,1,214.71,0,Lost
14362,22,1,161.2,3,At-Risk
